id,id_externo,id_pedido_raw,id_producto_raw,id_ref_raw,nombre_linea,cantidad,precio_unitario,descuento_pct,iva_pct,total_linea,raw_json,inserted_at,id_pedido,id_pedido_estado,id_pedido_linea_origen,id_producto_referencia,ean,referencia,nombre,precio_unit,dto,subtotal,fecha_limite,fecha_completado,fecha_anulado,motivo
103,3195570.0,,,,,10.0,,,,,"{'ID': 3195570.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973045.0, 'NOMBRE': 'Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.0673', 'CANTIDAD': 10.0, 'IDPEDIDO': 852810.0, 'SINCARGO': 0.0, 'SUBTOTAL': '110.67', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.0673', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.19.43.483533 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197304.0, 'UPDATED_BY': 'ANGELES.MARTINEZ@E-VERSUS.ES', 'UPDATED_ON': '09-APR-25 11.24.01.486260 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': '04/09/2025', 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '4.43', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197304.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852810.0,91.0,,197304.0,9000001973045.0,197304.0,Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,110.67,,,2025-04-09,Producto no encontrado (197304)
131,3196455.0,,,,,9.0,,,,,"{'ID': 3196455.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000002006452.0, 'NOMBRE': 'UF1966 - Operaciones auxiliares en el mantenimiento de equipos electrónicos', 'PRECIO': '28.85', 'CANTIDAD': 9.0, 'IDPEDIDO': 853176.0, 'SINCARGO': 0.0, 'SUBTOTAL': '259.65', 'ESAPLAZOS': 0.0, 'PRECIODTO': '28.85', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '09-APR-25 01.54.50.181606 PM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 'VERTICE_9788416424528_MX', 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 03.23.46.453799 PM', 'FECHALIMITE': None, 'IDDIRECCION': 60147.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '10.39', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 200645.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,853176.0,81.0,,200645.0,9000002006452.0,VERTICE_9788416424528_MX,UF1966 - Operaciones auxiliares en el mantenimiento de equipos electrónicos,,,259.65,,,,Producto no encontrado (200645)
104,3195571.0,,,,,10.0,,,,,"{'ID': 3195571.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973052.0, 'NOMBRE': 'Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '10.8462', 'CANTIDAD': 10.0, 'IDPEDIDO': 852810.0, 'SINCARGO': 0.0, 'SUBTOTAL': '108.46', 'ESAPLAZOS': 0.0, 'PRECIODTO': '10.8462', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.19.46.348523 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197305.0, 'UPDATED_BY': 'ANGELES.MARTINEZ@E-VERSUS.ES', 'UPDATED_ON': '09-APR-25 11.24.01.486290 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': '04/09/2025', 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '4.34', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 91.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197305.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852810.0,91.0,,197305.0,9000001973052.0,197305.0,Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,108.46,,,2025-04-09,Producto no encontrado (197305)
109,3195599.0,,,,,10.0,,,,,"{'ID': 3195599.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973069.0, 'NOMBRE': 'Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '21.7885', 'CANTIDAD': 10.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '217.89', 'ESAPLAZOS': 0.0, 'PRECIODTO': '21.7885', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.00.658763 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197306.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.498866 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '8.72', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197306.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197306.0,9000001973069.0,197306.0,Manual. Intervención en la atención higiénico-alimentaria en instituciones (MF1017_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,217.89,,,,Producto no encontrado (197306)
111,3195601.0,,,,,10.0,,,,,"{'ID': 3195601.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973014.0, 'NOMBRE': 'Manual. Apoyo en la recepción y acogida en instituciones de personas dependientes (UF0127). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.9212', 'CANTIDAD': 10.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '119.21', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.9212', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.07.729463 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197301.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.498309 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '4.77', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197301.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197301.0,9000001973014.0,197301.0,Manual. Apoyo en la recepción y acogida en instituciones de personas dependientes (UF0127). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,119.21,,,,Producto no encontrado (197301)
112,3195602.0,,,,,10.0,,,,,"{'ID': 3195602.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973021.0, 'NOMBRE': 'Manual. Apoyo en la organización de actividades para personas dependientes en instituciones (UF0128). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '13.6731', 'CANTIDAD': 10.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '136.73', 'ESAPLAZOS': 0.0, 'PRECIODTO': '13.6731', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.11.287148 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197302.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.497634 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '5.47', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197302.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197302.0,9000001973021.0,197302.0,Manual. Apoyo en la organización de actividades para personas dependientes en instituciones (UF0128). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,136.73,,,,Producto no encontrado (197302)
114,3195604.0,,,,,12.0,,,,,"{'ID': 3195604.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973076.0, 'NOMBRE': 'Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '30.8942', 'CANTIDAD': 12.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '370.73', 'ESAPLAZOS': 0.0, 'PRECIODTO': '30.8942', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.17.737379 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197307.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.499022 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '14.83', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197307.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197307.0,9000001973076.0,197307.0,Manual. Intervención en la atención sociosanitaria en instituciones (MF1018_2). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,370.73,,,,Producto no encontrado (197307)
115,3195605.0,,,,,15.0,,,,,"{'ID': 3195605.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973038.0, 'NOMBRE': 'Manual. Animación social de personas dependientes en instituciones (UF0129). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '12.8846', 'CANTIDAD': 15.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '193.27', 'ESAPLAZOS': 0.0, 'PRECIODTO': '12.8846', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.21.210396 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197303.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.498395 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '7.73', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197303.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197303.0,9000001973038.0,197303.0,Manual. Animación social de personas dependientes en instituciones (UF0129). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,193.27,,,,Producto no encontrado (197303)
117,3195607.0,,,,,10.0,,,,,"{'ID': 3195607.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973045.0, 'NOMBRE': 'Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '11.0673', 'CANTIDAD': 10.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '110.67', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.0673', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.25.728952 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197304.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.498480 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '4.43', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197304.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197304.0,9000001973045.0,197304.0,Manual. Mantenimiento y mejora de las actividades diarias de personas dependientes en instituciones (UF0130). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,110.67,,,,Producto no encontrado (197304)
118,3195609.0,,,,,10.0,,,,,"{'ID': 3195609.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000001973052.0, 'NOMBRE': 'Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208)', 'PRECIO': '10.8462', 'CANTIDAD': 10.0, 'IDPEDIDO': 852814.0, 'SINCARGO': 0.0, 'SUBTOTAL': '108.46', 'ESAPLAZOS': 0.0, 'PRECIODTO': '10.8462', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '07-APR-25 10.22.27.899520 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 197305.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 09.38.20.499175 AM', 'FECHALIMITE': None, 'IDDIRECCION': 208312.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '4.34', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 197305.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,852814.0,81.0,,197305.0,9000001973052.0,197305.0,Manual. Técnicas de comunicación con personas dependientes en instituciones (UF0131). Certificados de profesionalidad. Atención sociosanitaria a personas dependientes en instituciones sociales (SSCS0208),,,108.46,,,,Producto no encontrado (197305)
129,3196453.0,,,,,2.0,,,,,"{'ID': 3196453.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000002006339.0, 'NOMBRE': 'UF1963 - Prevención de riesgos y gestión medioambiental en las operaciones auxiliares de montaje y mantenimiento de equipos electricos', 'PRECIO': '24.04', 'CANTIDAD': 2.0, 'IDPEDIDO': 853176.0, 'SINCARGO': 0.0, 'SUBTOTAL': '48.08', 'ESAPLAZOS': 0.0, 'PRECIODTO': '24.04', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '09-APR-25 01.54.45.506407 PM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 'VERTICE_9788416424412_MX', 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '10-APR-25 03.23.46.453990 PM', 'FECHALIMITE': None, 'IDDIRECCION': 60147.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '1.92', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 200633.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,853176.0,81.0,,200633.0,9000002006339.0,VERTICE_9788416424412_MX,UF1963 - Prevención de riesgos y gestión medioambiental en las operaciones auxiliares de montaje y mantenimiento de equipos electricos,,,48.08,,,,Producto no encontrado (200633)
141,3196516.0,,,,,17.0,,,,,"{'ID': 3196516.0, 'DNA': 25.0, 'DTO': 0.0, 'EAN': 9000002180756.0, 'NOMBRE': 'Manual. Operaciones auxiliares en el punto de venta (MF1327_1). Certificados de profesionalidad. Actividades auxiliares de comercio (COMT0211)', 'PRECIO': '20.1442', 'CANTIDAD': 17.0, 'IDPEDIDO': 853200.0, 'SINCARGO': 0.0, 'SUBTOTAL': '342.45', 'ESAPLAZOS': 0.0, 'PRECIODTO': '20.1442', 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '10-APR-25 06.23.26.735101 AM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 218075.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '11-APR-25 11.51.46.768615 AM', 'FECHALIMITE': None, 'IDDIRECCION': 60147.0, 'IDPROVEEDOR': None, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '13.7', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 218075.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,853200.0,81.0,,218075.0,9000002180756.0,218075.0,Manual. Operaciones auxiliares en el punto de venta (MF1327_1). Certificados de profesionalidad. Actividades auxiliares de comercio (COMT0211),,,342.45,,,,Producto no encontrado (218075)
145,3197037.0,,,,,15.0,,,,,"{'ID': 3197037.0, 'DNA': None, 'DTO': 25.0, 'EAN': 9000003283784.0, 'NOMBRE': 'Manual. Lengua Castellana. Nivel II (FCOV22). Especialidades formativas', 'PRECIO': '15.5769', 'CANTIDAD': 15.0, 'IDPEDIDO': 853436.0, 'SINCARGO': 0.0, 'SUBTOTAL': '175.24', 'ESAPLAZOS': 0.0, 'PRECIODTO': '11.6827', 'CREATED_BY': 'RAQUEL.CAMPANERIA@ORBEFORMACION.COM', 'CREATED_ON': '11-APR-25 12.32.44.853635 PM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 328378.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '15-APR-25 10.54.07.313987 AM', 'FECHALIMITE': '04/15/2025', 'IDDIRECCION': 188602.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': '7.01', 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 328378.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,853436.0,81.0,,328378.0,9000003283784.0,328378.0,Manual. Lengua Castellana. Nivel II (FCOV22). Especialidades formativas,,,175.24,2025-04-15,,,Pedido no encontrado (853436)
146,3197038.0,,,,,1.0,,,,,"{'ID': 3197038.0, 'DNA': None, 'DTO': 100.0, 'EAN': 9000003283784.0, 'NOMBRE': 'Manual. Lengua Castellana. Nivel II (FCOV22). Especialidades formativas', 'PRECIO': '15.5769', 'CANTIDAD': 1.0, 'IDPEDIDO': 853436.0, 'SINCARGO': 1.0, 'SUBTOTAL': 0.0, 'ESAPLAZOS': 0.0, 'PRECIODTO': 0.0, 'CREATED_BY': 'RAQUEL.CAMPANERIA@ORBEFORMACION.COM', 'CREATED_ON': '11-APR-25 12.32.51.183608 PM', 'IDIMPUESTO': 1.0, 'REFERENCIA': 328378.0, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '15-APR-25 10.54.07.314150 AM', 'FECHALIMITE': '04/15/2025', 'IDDIRECCION': 188602.0, 'IDPROVEEDOR': 1.0, 'POSARANZADI': None, 'TASARECARGO': 0.0, 'CUOTARECARGO': 0.0, 'FECHAANULADO': None, 'TASAIMPUESTO': 4.0, 'TUTORIZACION': None, 'CUOTAIMPUESTO': 0.0, 'IDSUSCRIPCION': None, 'ACCESOANTERIOR': None, 'IDCODIGOACREXT': None, 'IDPEDIDOESTADO': 81.0, 'OBS_PRODUCCION': None, 'FECHACOMPLETADO': None, 'TASAGASTOSENVIO': 0.0, 'CUOTAGASTOSENVIO': 0.0, 'SINGASTOSDEENVIO': 0.0, 'IDPEDIDOLINEATIPO': 1.0, 'OBS_PREPRODUCCION': None, 'PROMOCIONPREVENTA': 0.0, 'IDPEDIDOLINEAORIGEN': None, 'IDPRODUCTOREFERENCIA': 328378.0, 'IDIMPUESTO_GASTOSENVIO': None}",2025-11-11T10:06:36.334443,853436.0,81.0,,328378.0,9000003283784.0,328378.0,Manual. Lengua Castellana. Nivel II (FCOV22). Especialidades formativas,,,0.0,2025-04-15,,,Pedido no encontrado (853436)
