pedidoid,productoid,linea,cantidad,precio_unitario,descuento_pct,total_linea,id_origen,raw_json
44,181,1,16.0,10.5673,0.0,169.08,3192739.0,"{""id"": 50, ""id_externo"": ""3192739.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192739.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234312.0, ""NOMBRE"": ""Manual. Evaluación del proceso de enseñanza-aprendizaje en formación profesional para el empleo (MF1445_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""10.5673"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""169.08"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""10.5673"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.39.53.969612 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223431.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649739 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""6.76"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223431.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223431.0"", ""ean"": ""9000002234312.0"", ""referencia"": ""223431.0"", ""nombre"": ""Manual. Evaluación del proceso de enseñanza-aprendizaje en formación profesional para el empleo (MF1445_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 169.08, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
44,177,2,16.0,17.2981,0.0,276.77,3192740.0,"{""id"": 51, ""id_externo"": ""3192740.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192740.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234275.0, ""NOMBRE"": ""Manual. Programación didáctica de acciones formativas para el empleo (MF1442_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""17.2981"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""276.77"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""17.2981"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.39.56.494361 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223427.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649888 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""11.07"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223427.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223427.0"", ""ean"": ""9000002234275.0"", ""referencia"": ""223427.0"", ""nombre"": ""Manual. Programación didáctica de acciones formativas para el empleo (MF1442_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 276.77, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
44,180,3,16.0,11.7115,0.0,187.38,3192741.0,"{""id"": 52, ""id_externo"": ""3192741.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192741.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234305.0, ""NOMBRE"": ""Manual. Tutorización de acciones formativas para el empleo (MF1444_3/UF1646). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""11.7115"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""187.38"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""11.7115"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.39.58.679481 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223430.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649250 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""7.5"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223430.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223430.0"", ""ean"": ""9000002234305.0"", ""referencia"": ""223430.0"", ""nombre"": ""Manual. Tutorización de acciones formativas para el empleo (MF1444_3/UF1646). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 187.38, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
48,31,1,13.0,12.95,0.0,168.35,3195610.0,"{""id"": 119, ""id_externo"": ""3195610.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 13.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3195610.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000001779128.0, ""NOMBRE"": ""Técnicas de comunicación con personas dependientes en instituciones UF0131"", ""PRECIO"": ""12.95"", ""CANTIDAD"": 13.0, ""IDPEDIDO"": 852814.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""168.35"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""12.95"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""07-APR-25 10.22.30.002810 AM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 177912.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""10-APR-25 09.38.20.499338 AM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 208312.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""6.73"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 177912.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""852814.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""177912.0"", ""ean"": ""9000001779128.0"", ""referencia"": ""177912.0"", ""nombre"": ""Técnicas de comunicación con personas dependientes en instituciones UF0131"", ""precio_unit"": null, ""dto"": null, ""subtotal"": 168.35, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
44,178,4,16.0,12.9712,0.0,207.54,3192742.0,"{""id"": 53, ""id_externo"": ""3192742.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192742.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234282.0, ""NOMBRE"": ""Manual. Selección, elaboración, adaptación y utilización de materiales, medios y recursos didácticos en formación profesional para el empleo (MF1443_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""12.9712"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""207.54"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""12.9712"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.40.01.657402 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223428.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649073 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""8.3"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223428.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223428.0"", ""ean"": ""9000002234282.0"", ""referencia"": ""223428.0"", ""nombre"": ""Manual. Selección, elaboración, adaptación y utilización de materiales, medios y recursos didácticos en formación profesional para el empleo (MF1443_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 207.54, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
44,179,5,16.0,13.0673,0.0,209.08,3192743.0,"{""id"": 54, ""id_externo"": ""3192743.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192743.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234299.0, ""NOMBRE"": ""Manual. Impartición de acciones formativas para el empleo (MF1444_3/UF1645). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""13.0673"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""209.08"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""13.0673"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.40.04.184326 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223429.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649582 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""8.36"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223429.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223429.0"", ""ean"": ""9000002234299.0"", ""referencia"": ""223429.0"", ""nombre"": ""Manual. Impartición de acciones formativas para el empleo (MF1444_3/UF1645). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 209.08, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
44,182,6,16.0,11.0481,0.0,176.77,3192744.0,"{""id"": 55, ""id_externo"": ""3192744.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192744.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000002234329.0, ""NOMBRE"": ""Manual. Orientación laboral y promoción de la calidad en la formación profesional para el empleo (MF1446_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""PRECIO"": ""11.0481"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851596.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""176.77"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""11.0481"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""27-MAR-25 03.40.06.636392 PM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 223432.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""31-MAR-25 02.58.34.649407 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 110410.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""7.07"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 223432.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851596.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""223432.0"", ""ean"": ""9000002234329.0"", ""referencia"": ""223432.0"", ""nombre"": ""Manual. Orientación laboral y promoción de la calidad en la formación profesional para el empleo (MF1446_3). Habilitación para la Docencia en grados A, B y C del Sistema de Formación Profesional (SSCE0110). Certificados profesionales."", ""precio_unit"": null, ""dto"": null, ""subtotal"": 176.77, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
55,47,1,19.0,23.25,0.0,441.75,3192890.0,"{""id"": 58, ""id_externo"": ""3192890.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 19.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192890.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000001939928.0, ""NOMBRE"": ""UF0418. Organización y ejecución del montaje de instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""PRECIO"": ""23.25"", ""CANTIDAD"": 19.0, ""IDPEDIDO"": 851655.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""441.75"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""23.25"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""28-MAR-25 09.32.06.243512 AM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 193992.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""02-APR-25 01.56.08.736760 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 60147.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""17.67"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 193992.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851655.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""193992.0"", ""ean"": ""9000001939928.0"", ""referencia"": ""193992.0"", ""nombre"": ""UF0418. Organización y ejecución del montaje de instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""precio_unit"": null, ""dto"": null, ""subtotal"": 441.75, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
55,48,2,2.0,17.15,0.0,34.3,3192891.0,"{""id"": 59, ""id_externo"": ""3192891.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 2.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192891.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000001939935.0, ""NOMBRE"": ""UF0420. Prevención de Riesgos y gestión medioambiental en instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""PRECIO"": ""17.15"", ""CANTIDAD"": 2.0, ""IDPEDIDO"": 851655.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": ""34.3"", ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""17.15"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""28-MAR-25 09.32.10.410187 AM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 193993.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""02-APR-25 01.56.08.736611 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 60147.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""1.37"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 193993.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851655.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""193993.0"", ""ean"": ""9000001939935.0"", ""referencia"": ""193993.0"", ""nombre"": ""UF0420. Prevención de Riesgos y gestión medioambiental en instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""precio_unit"": null, ""dto"": null, ""subtotal"": 34.3, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
55,49,3,16.0,20.75,0.0,332.0,3192892.0,"{""id"": 60, ""id_externo"": ""3192892.0"", ""id_pedido_raw"": null, ""id_producto_raw"": null, ""id_ref_raw"": null, ""nombre_linea"": null, ""cantidad"": 16.0, ""precio_unitario"": null, ""descuento_pct"": null, ""iva_pct"": null, ""total_linea"": null, ""raw_json"": {""ID"": 3192892.0, ""DNA"": 25.0, ""DTO"": 0.0, ""EAN"": 9000001939942.0, ""NOMBRE"": ""UF0421. Mantenimiento preventivo de instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""PRECIO"": ""20.75"", ""CANTIDAD"": 16.0, ""IDPEDIDO"": 851655.0, ""SINCARGO"": 0.0, ""SUBTOTAL"": 332.0, ""ESAPLAZOS"": 0.0, ""PRECIODTO"": ""20.75"", ""CREATED_BY"": ""CLOUDIA"", ""CREATED_ON"": ""28-MAR-25 09.32.13.736226 AM"", ""IDIMPUESTO"": 1.0, ""REFERENCIA"": 193994.0, ""UPDATED_BY"": ""CLOUDIA"", ""UPDATED_ON"": ""02-APR-25 01.56.08.736254 PM"", ""FECHALIMITE"": null, ""IDDIRECCION"": 60147.0, ""IDPROVEEDOR"": null, ""POSARANZADI"": null, ""TASARECARGO"": 0.0, ""CUOTARECARGO"": 0.0, ""FECHAANULADO"": null, ""TASAIMPUESTO"": 4.0, ""TUTORIZACION"": null, ""CUOTAIMPUESTO"": ""13.28"", ""IDSUSCRIPCION"": null, ""ACCESOANTERIOR"": null, ""IDCODIGOACREXT"": null, ""IDPEDIDOESTADO"": 81.0, ""OBS_PRODUCCION"": null, ""FECHACOMPLETADO"": null, ""TASAGASTOSENVIO"": 0.0, ""CUOTAGASTOSENVIO"": 0.0, ""SINGASTOSDEENVIO"": 0.0, ""IDPEDIDOLINEATIPO"": 1.0, ""OBS_PREPRODUCCION"": null, ""PROMOCIONPREVENTA"": 0.0, ""IDPEDIDOLINEAORIGEN"": null, ""IDPRODUCTOREFERENCIA"": 193994.0, ""IDIMPUESTO_GASTOSENVIO"": null}, ""inserted_at"": ""2025-11-11T10:06:36.334443"", ""id_pedido"": ""851655.0"", ""id_pedido_estado"": ""81.0"", ""id_pedido_linea_origen"": null, ""id_producto_referencia"": ""193994.0"", ""ean"": ""9000001939942.0"", ""referencia"": ""193994.0"", ""nombre"": ""UF0421. Mantenimiento preventivo de instalaciones de climatización y ventilación-extracción. IMAR0208 - Montaje y mantenimiento de instalaciones en climatización y ventilación-extracción"", ""precio_unit"": null, ""dto"": null, ""subtotal"": 332.0, ""fecha_limite"": null, ""fecha_completado"": null, ""fecha_anulado"": null}"
